loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,fico_range_low,revol_util,loan_status
14400,60 months,13.89,334.24,C,< 1 year,OWN,95200,Not Verified,other,11.0,0,690,11.7,Fully Paid
13900,60 months,16.19,339.43,D,3 years,MORTGAGE,80000,Verified,credit_card,5.17,1,684,61.4,Charged Off
12200,36 months,11.2,400.57,B,3 years,MORTGAGE,66000,Source Verified,debt_consolidation,26.55,1,723,43.0,Fully Paid
10500,36 months,6.09,319.86,A,3 years,MORTGAGE,82400,Not Verified,debt_consolidation,8.46,0,768,45.9,Fully Paid
28500,60 months,17.78,720.31,D,8 years,RENT,63700,Not Verified,debt_consolidation,30.54,0,667,76.0,Charged Off
15100,36 months,9.0,480.18,B,10+ years,OWN,103000,Verified,credit_card,20.2,1,727,58.9,Fully Paid
6000,36 months,18.43,218.21,D,10+ years,RENT,73600,Verified,debt_consolidation,10.56,0,667,34.2,Fully Paid
5700,36 months,25.09,226.9,F,6 years,RENT,152200,Verified,medical,20.69,0,652,59.4,Fully Paid
40000,60 months,15.15,954.75,D,10+ years,OWN,57300,Not Verified,home_improvement,5.68,0,683,57.2,Fully Paid
28900,36 months,13.25,977.24,C,4 years,MORTGAGE,73200,Source Verified,other,8.91,0,707,73.7,Fully Paid
25800,36 months,12.68,865.33,C,10+ years,MORTGAGE,66100,Not Verified,debt_consolidation,24.37,0,699,13.4,Fully Paid
18600,60 months,10.67,401.35,B,3 years,MORTGAGE,114200,Source Verified,debt_consolidation,28.91,0,713,43.1,Fully Paid
9200,36 months,11.62,303.9,C,9 years,MORTGAGE,46200,Source Verified,credit_card,20.98,1,700,61.7,Charged Off
21300,36 months,12.03,707.77,B,4 years,MORTGAGE,59900,Verified,other,6.91,0,722,72.8,Fully Paid
16000,60 months,19.49,419.37,E,5 years,MORTGAGE,69400,Not Verified,debt_consolidation,12.94,0,689,16.4,Fully Paid
9900,36 months,13.03,333.71,B,1 year,RENT,155500,Not Verified,debt_consolidation,12.99,0,715,43.6,Fully Paid
19500,36 months,13.42,660.98,C,10+ years,RENT,101400,Verified,debt_consolidation,24.56,0,691,47.0,Fully Paid
11100,36 months,10.06,358.48,B,10+ years,MORTGAGE,359400,Not Verified,debt_consolidation,14.35,0,740,41.4,Fully Paid
23000,36 months,11.25,755.72,C,10+ years,MORTGAGE,24400,Verified,credit_card,19.93,1,702,85.1,Charged Off
13000,36 months,15.43,453.39,C,9 years,RENT,133000,Not Verified,debt_consolidation,15.39,0,717,91.9,Fully Paid
11700,36 months,17.18,418.19,D,4 years,RENT,137000,Not Verified,home_improvement,17.9,1,695,66.4,Fully Paid
10900,60 months,16.42,267.51,D,1 year,MORTGAGE,41100,Source Verified,credit_card,16.23,0,679,26.9,Fully Paid
9400,60 months,16.4,230.59,D,2 years,MORTGAGE,33200,Verified,debt_consolidation,16.82,0,685,73.4,Fully Paid
10600,36 months,12.35,353.85,C,,OWN,116300,Verified,home_improvement,27.51,0,701,64.4,Fully Paid
21200,36 months,13.99,724.46,C,< 1 year,RENT,49600,Not Verified,debt_consolidation,12.72,0,712,21.6,Fully Paid
8800,36 months,13.31,297.82,C,3 years,RENT,43800,Not Verified,debt_consolidation,10.06,0,689,31.7,Fully Paid
6700,36 months,7.77,209.24,A,10+ years,RENT,87400,Not Verified,debt_consolidation,17.59,0,736,70.8,Fully Paid
14700,36 months,11.87,487.34,B,7 years,RENT,33000,Source Verified,debt_consolidation,9.61,0,722,42.5,Fully Paid
10800,36 months,15.23,375.6,D,1 year,MORTGAGE,88200,Source Verified,credit_card,23.13,0,687,22.1,Fully Paid
22300,60 months,15.74,539.22,C,8 years,MORTGAGE,93000,Source Verified,small_business,22.19,2,712,51.8,Charged Off
13700,36 months,10.55,445.61,B,< 1 year,RENT,80100,Verified,major_purchase,21.41,0,691,30.7,Fully Paid
6700,60 months,11.96,148.9,B,2 years,RENT,48100,Source Verified,home_improvement,11.35,0,735,96.1,Fully Paid
18800,36 months,13.38,636.89,C,10+ years,RENT,58400,Source Verified,debt_consolidation,6.99,1,706,,Fully Paid
22500,36 months,14.1,770.09,C,4 years,MORTGAGE,210800,Verified,other,5.38,0,703,65.5,Fully Paid
6700,36 months,9.73,215.34,B,4 years,RENT,64800,Not Verified,credit_card,12.54,1,738,81.9,Charged Off
5400,36 months,16.71,191.75,E,10+ years,RENT,152400,Not Verified,major_purchase,16.79,1,684,59.2,Fully Paid
13500,36 months,14.72,466.13,C,2 years,RENT,217500,Verified,credit_card,8.66,0,698,,Charged Off
22600,36 months,21.05,852.04,E,1 year,RENT,15800,Source Verified,debt_consolidation,14.69,0,662,48.0,Charged Off
9700,60 months,8.95,201.12,B,9 years,RENT,92700,Source Verified,debt_consolidation,15.64,0,718,74.6,Fully Paid
10300,60 months,18.13,262.28,D,10+ years,RENT,69900,Not Verified,debt_consolidation,14.37,0,677,66.6,Charged Off
8400,36 months,10.2,271.83,B,5 years,RENT,47400,Verified,debt_consolidation,15.39,2,711,13.1,Fully Paid
3600,36 months,19.31,132.53,D,< 1 year,MORTGAGE,127000,Not Verified,credit_card,24.91,0,681,57.9,Fully Paid
12500,60 months,8.12,254.17,A,4 years,RENT,59800,Source Verified,medical,17.63,1,757,42.1,Fully Paid
7300,36 months,16.17,257.26,D,7 years,MORTGAGE,24500,Verified,debt_consolidation,13.83,0,692,68.6,Fully Paid
9300,36 months,10.33,301.53,B,10+ years,RENT,39000,Source Verified,debt_consolidation,23.68,1,732,75.3,Fully Paid
17400,60 months,9.43,364.84,B,10+ years,MORTGAGE,97300,Verified,other,22.04,0,732,44.3,Charged Off
12300,36 months,17.74,443.07,E,7 years,RENT,77000,Verified,debt_consolidation,19.59,0,671,47.8,Fully Paid
27700,36 months,7.35,859.74,A,1 year,MORTGAGE,65900,Verified,debt_consolidation,20.7,0,739,90.4,Fully Paid
3400,36 months,15.59,118.85,D,3 years,RENT,78600,Not Verified,debt_consolidation,11.46,0,668,49.6,Fully Paid
15800,60 months,21.25,429.67,E,1 year,RENT,72100,Not Verified,debt_consolidation,6.91,0,665,12.9,Charged Off
5000,36 months,12.93,168.3,C,2 years,MORTGAGE,40700,Not Verified,debt_consolidation,9.87,0,719,52.5,Fully Paid
16500,36 months,11.6,544.89,B,7 years,MORTGAGE,59800,Source Verified,debt_consolidation,34.79,0,728,25.3,Charged Off
13600,60 months,11.84,301.43,B,10+ years,MORTGAGE,51400,Source Verified,other,20.07,0,691,78.1,Charged Off
15700,36 months,9.81,505.2,B,10+ years,MORTGAGE,86800,Not Verified,debt_consolidation,21.29,0,710,41.4,Fully Paid
14400,36 months,6.76,443.05,A,10+ years,MORTGAGE,14800,Not Verified,credit_card,22.01,1,731,70.8,Fully Paid
6300,36 months,23.63,245.94,F,10+ years,MORTGAGE,88500,Source Verified,medical,8.86,0,661,58.7,Charged Off
9100,60 months,8.16,185.21,A,1 year,RENT,113100,Not Verified,home_improvement,6.32,0,736,46.3,Fully Paid
13700,36 months,12.99,461.54,C,10+ years,RENT,101100,Verified,debt_consolidation,23.74,1,697,8.2,Fully Paid
11800,36 months,6.57,362.03,A,10+ years,MORTGAGE,84600,Not Verified,debt_consolidation,30.12,0,743,70.0,Charged Off
7100,36 months,11.47,234.03,B,1 year,MORTGAGE,53200,Source Verified,debt_consolidation,27.08,2,692,73.7,Fully Paid
14900,36 months,9.65,478.34,B,3 years,RENT,49700,Not Verified,debt_consolidation,24.84,0,702,35.9,Fully Paid
3500,60 months,14.39,82.15,C,10+ years,RENT,53900,Verified,debt_consolidation,12.09,2,695,76.1,Fully Paid
12900,36 months,20.43,482.24,E,< 1 year,RENT,101100,Source Verified,other,7.03,0,673,84.1,Charged Off
18500,36 months,11.29,608.21,B,10+ years,MORTGAGE,103600,Not Verified,other,14.57,0,719,62.7,Fully Paid
15600,36 months,9.92,502.78,B,10+ years,MORTGAGE,106300,Not Verified,medical,7.17,0,713,14.3,Fully Paid
5300,36 months,18.23,192.22,D,10+ years,RENT,116400,Source Verified,credit_card,7.19,0,686,56.1,Charged Off
14200,36 months,11.11,465.63,B,3 years,MORTGAGE,67100,Not Verified,credit_card,11.82,0,713,59.3,Charged Off
14000,60 months,10.85,303.35,B,7 years,RENT,54400,Not Verified,debt_consolidation,8.63,0,703,70.1,Fully Paid
17000,36 months,11.33,559.22,C,10+ years,MORTGAGE,31600,Verified,car,23.94,0,702,26.3,Fully Paid
18900,36 months,15.88,663.35,D,4 years,MORTGAGE,51700,Verified,medical,18.51,0,658,57.9,Charged Off
30300,36 months,10.33,982.4,B,10+ years,MORTGAGE,55900,Verified,debt_consolidation,13.15,0,718,68.2,Fully Paid
5200,60 months,13.52,119.7,C,10+ years,OWN,98100,Source Verified,small_business,18.06,0,699,43.1,Fully Paid
10000,36 months,9.2,318.93,B,< 1 year,MORTGAGE,45300,Not Verified,debt_consolidation,28.07,1,715,35.5,Fully Paid
8900,36 months,15.36,310.09,C,10+ years,RENT,38900,Source Verified,credit_card,12.86,0,713,39.9,Fully Paid
16800,60 months,7.05,333.06,A,5 years,RENT,95500,Source Verified,other,23.24,0,736,43.7,Fully Paid
26400,60 months,10.08,561.96,B,5 years,MORTGAGE,48200,Not Verified,debt_consolidation,11.72,0,712,22.9,Fully Paid
9500,60 months,10.74,205.32,B,10+ years,OWN,49800,Source Verified,credit_card,16.53,0,709,61.9,Fully Paid
4100,60 months,10.74,88.61,B,1 year,MORTGAGE,34900,Verified,debt_consolidation,10.49,1,707,77.8,Fully Paid
17600,60 months,14.19,411.26,C,8 years,RENT,95300,Not Verified,debt_consolidation,13.81,0,687,56.4,Fully Paid
14200,36 months,10.08,458.73,B,9 years,MORTGAGE,36400,Not Verified,credit_card,16.66,0,727,60.2,Fully Paid
3900,36 months,6.44,119.42,A,3 years,MORTGAGE,94800,Not Verified,debt_consolidation,12.29,1,750,69.5,Fully Paid
6600,60 months,6.31,128.55,A,10+ years,MORTGAGE,43200,Not Verified,home_improvement,26.19,0,738,16.5,Fully Paid
19600,36 months,5.71,593.7,A,10+ years,RENT,37800,Verified,debt_consolidation,14.51,0,748,30.5,Fully Paid
24600,36 months,13.05,829.46,C,10+ years,MORTGAGE,31100,Source Verified,small_business,16.33,0,697,51.5,Fully Paid
9600,36 months,12.51,321.2,B,2 years,MORTGAGE,19600,Not Verified,major_purchase,15.61,1,708,66.2,Fully Paid
25400,60 months,12.83,575.72,C,7 years,MORTGAGE,93400,Not Verified,other,30.69,0,711,60.8,Fully Paid
23300,36 months,14.38,800.65,D,8 years,RENT,75100,Verified,debt_consolidation,18.96,1,666,76.3,Charged Off
26200,36 months,19.9,972.35,E,9 years,MORTGAGE,79100,Not Verified,credit_card,16.37,1,665,57.3,Fully Paid
14700,60 months,13.45,337.87,C,10+ years,RENT,67100,Not Verified,debt_consolidation,15.1,1,706,60.7,Fully Paid
10500,36 months,13.37,355.66,C,9 years,MORTGAGE,20100,Verified,debt_consolidation,27.9,0,702,52.6,Fully Paid
27100,36 months,10.9,885.94,B,10+ years,MORTGAGE,32900,Verified,credit_card,6.0,0,733,82.6,Fully Paid
25500,36 months,15.42,889.22,C,2 years,RENT,119500,Source Verified,credit_card,26.2,0,703,62.6,Fully Paid
3600,36 months,10.91,117.71,B,1 year,MORTGAGE,86900,Not Verified,debt_consolidation,8.27,1,712,49.3,Fully Paid
7200,60 months,8.73,148.52,A,10+ years,RENT,197500,Verified,debt_consolidation,26.68,0,742,13.9,Fully Paid
5600,60 months,17.91,141.93,D,10+ years,MORTGAGE,18300,Verified,credit_card,16.8,1,670,88.1,Fully Paid
6000,60 months,16.2,146.55,D,10+ years,RENT,53200,Verified,major_purchase,21.14,0,690,3.0,Fully Paid
11900,60 months,14.14,277.76,C,10+ years,RENT,39200,Verified,debt_consolidation,12.05,0,691,71.6,Fully Paid
5900,60 months,11.46,129.64,B,,OWN,46500,Verified,debt_consolidation,7.13,0,704,47.8,Fully Paid
9700,60 months,14.08,226.1,D,10+ years,MORTGAGE,83700,Not Verified,debt_consolidation,30.92,0,682,34.0,Fully Paid
18400,36 months,9.73,591.39,B,7 years,RENT,109100,Source Verified,debt_consolidation,12.26,0,719,66.7,Fully Paid
4100,36 months,18.11,148.45,D,10+ years,MORTGAGE,20700,Verified,debt_consolidation,27.22,1,676,31.4,Charged Off
10100,36 months,7.77,315.43,A,4 years,RENT,123100,Source Verified,debt_consolidation,23.26,0,751,50.4,Fully Paid
10100,60 months,13.3,231.36,C,< 1 year,MORTGAGE,48000,Not Verified,debt_consolidation,14.98,0,711,66.9,Fully Paid
6900,36 months,9.98,222.58,B,10+ years,MORTGAGE,89500,Source Verified,debt_consolidation,14.58,1,695,26.8,Fully Paid
10400,36 months,12.62,348.52,C,4 years,RENT,55600,Not Verified,credit_card,10.7,0,699,67.7,Fully Paid
12400,60 months,15.85,300.56,D,7 years,MORTGAGE,41800,Not Verified,home_improvement,15.0,0,679,15.8,Fully Paid
7400,60 months,19.43,193.72,E,8 years,MORTGAGE,44100,Source Verified,debt_consolidation,25.83,0,682,42.2,Charged Off
11000,36 months,16.46,389.23,D,3 years,RENT,67600,Verified,credit_card,9.06,0,671,44.7,Fully Paid
4600,36 months,12.69,154.31,C,3 years,RENT,58500,Source Verified,major_purchase,25.53,0,709,80.9,Fully Paid
4900,36 months,14.0,167.47,C,10+ years,RENT,28000,Not Verified,debt_consolidation,7.01,0,693,44.2,Fully Paid
11700,60 months,17.05,291.09,D,10+ years,RENT,134600,Source Verified,debt_consolidation,5.68,0,688,86.4,Fully Paid
12600,36 months,8.52,397.87,A,3 years,MORTGAGE,56400,Verified,debt_consolidation,16.4,0,742,37.9,Fully Paid
7500,60 months,14.92,178.11,C,4 years,RENT,111700,Not Verified,debt_consolidation,13.16,0,685,79.3,Fully Paid
7000,36 months,14.53,241.05,C,10+ years,RENT,65400,Not Verified,debt_consolidation,13.95,0,701,30.1,Fully Paid
18400,60 months,14.92,436.96,C,7 years,RENT,157200,Not Verified,debt_consolidation,10.46,0,706,66.3,Fully Paid
11400,36 months,9.22,363.69,B,10+ years,RENT,350100,Not Verified,car,15.78,1,724,57.1,Fully Paid
5300,36 months,17.9,191.34,D,3 years,RENT,71800,Not Verified,credit_card,12.39,2,677,79.3,Fully Paid
8300,60 months,10.52,178.48,B,,RENT,194700,Source Verified,debt_consolidation,26.14,0,728,56.3,Fully Paid
8000,36 months,6.75,246.1,A,7 years,MORTGAGE,44500,Not Verified,debt_consolidation,17.21,1,734,73.0,Fully Paid
7900,36 months,8.52,249.46,A,4 years,MORTGAGE,191400,Not Verified,small_business,23.13,0,754,41.7,Fully Paid
24700,36 months,7.22,765.15,A,10+ years,RENT,90400,Source Verified,credit_card,9.9,0,748,84.6,Fully Paid
10600,36 months,19.06,388.88,E,2 years,MORTGAGE,70600,Source Verified,debt_consolidation,23.35,0,680,43.2,Charged Off
7000,36 months,8.57,221.2,A,2 years,RENT,77600,Verified,car,18.88,1,746,49.3,Fully Paid
19400,36 months,17.77,699.12,D,10+ years,MORTGAGE,56800,Not Verified,credit_card,20.47,0,694,41.6,Fully Paid
16300,36 months,14.55,561.46,C,5 years,OWN,91600,Not Verified,other,8.48,0,702,43.9,Fully Paid
20400,36 months,15.97,716.9,C,1 year,MORTGAGE,20000,Verified,debt_consolidation,17.05,0,689,44.3,Fully Paid
